,Variable,Importance,Participant,NLP
K23101,Achieve,0.001066657,K23101,LIWC
K23106,Achieve,0.000211641,K23106,LIWC
K23107,Achieve,4.79E-05,K23107,LIWC
K23115,Achieve,0.001668345,K23115,LIWC
K23125,Achieve,8.76E-05,K23125,LIWC
K23126,Achieve,0.008826146,K23126,LIWC
K23128,Achieve,0.000921087,K23128,LIWC
K23131,Achieve,0.001198115,K23131,LIWC
K23133,Achieve,0.006897182,K23133,LIWC
K23134,Achieve,6.63E-05,K23134,LIWC
K23139,Achieve,0.010865687,K23139,LIWC
K23145,Achieve,0.000124789,K23145,LIWC
K23148,Achieve,0.000107378,K23148,LIWC
K23153,Achieve,0.005426002,K23153,LIWC
K23156,Achieve,0,K23156,LIWC
K23502,Achieve,0.002126604,K23502,LIWC
K23503,Achieve,0.000169211,K23503,LIWC
K23508,Achieve,0.000102858,K23508,LIWC
K23509,Achieve,1.70E-05,K23509,LIWC
K23517,Achieve,0.008187871,K23517,LIWC
K23529,Achieve,0,K23529,LIWC
K23531,Achieve,0,K23531,LIWC
K23532,Achieve,6.10E-05,K23532,LIWC
K23548,Achieve,0.003074263,K23548,LIWC
K23555,Achieve,0.000141496,K23555,LIWC
K23557,Achieve,0.000341609,K23557,LIWC
K23559,Achieve,0.002627664,K23559,LIWC
K23565,Achieve,0,K23565,LIWC
KTFG534,Achieve,0.000433323,KTFG534,LIWC
KTGF120,Achieve,3.49E-05,KTGF120,LIWC
KTGF124,Achieve,0.000383791,KTGF124,LIWC
KTGF129,Achieve,0.042479932,KTGF129,LIWC
KTGF130,Achieve,0.011768472,KTGF130,LIWC
KTGF136,Achieve,0,KTGF136,LIWC
KTGF138,Achieve,0.003809793,KTGF138,LIWC
KTGF142,Achieve,0,KTGF142,LIWC
KTGF143,Achieve,0.000283172,KTGF143,LIWC
KTGF154,Achieve,0.000797233,KTGF154,LIWC
KTGF156,Achieve,0.000239544,KTGF156,LIWC
KTGF158,Achieve,7.87E-05,KTGF158,LIWC
KTGF527,Achieve,0.003382962,KTGF527,LIWC
KTGF528,Achieve,0,KTGF528,LIWC
KTGF533,Achieve,0.00618468,KTGF533,LIWC
KTGF540,Achieve,2.69E-05,KTGF540,LIWC
KTGF544,Achieve,0.000179787,KTGF544,LIWC
KTGF545,Achieve,0.085025094,KTGF545,LIWC
KTGF549,Achieve,0.006750036,KTGF549,LIWC
KTGF550,Achieve,0.008744476,KTGF550,LIWC
KTGF556,Achieve,0.00023043,KTGF556,LIWC
KTGF557,Achieve,0.033008958,KTGF557,LIWC
KTGF561,Achieve,8.78E-06,KTGF561,LIWC
KTGF565,Achieve,0.000305122,KTGF565,LIWC
KTGF570,Achieve,0.002993039,KTGF570,LIWC
K23101,Acquire,0.000271676,K23101,LIWC
K23106,Acquire,0.000412555,K23106,LIWC
K23107,Acquire,0.000102316,K23107,LIWC
K23109,Acquire,4.52E-05,K23109,LIWC
K23115,Acquire,0.015323609,K23115,LIWC
K23117,Acquire,0.003708912,K23117,LIWC
K23120,Acquire,0.000206858,K23120,LIWC
K23125,Acquire,2.23E-05,K23125,LIWC
K23126,Acquire,0.0028674,K23126,LIWC
K23128,Acquire,0.002782969,K23128,LIWC
K23129,Acquire,0.003643158,K23129,LIWC
K23131,Acquire,0.006519921,K23131,LIWC
K23133,Acquire,1.01E-05,K23133,LIWC
K23134,Acquire,0.000339336,K23134,LIWC
K23145,Acquire,0.000600065,K23145,LIWC
K23148,Acquire,0.001938858,K23148,LIWC
K23150,Acquire,0.001916345,K23150,LIWC
K23153,Acquire,0.002337784,K23153,LIWC
K23156,Acquire,0.001016596,K23156,LIWC
K23503,Acquire,0.000165247,K23503,LIWC
K23507,Acquire,0.000980769,K23507,LIWC
K23508,Acquire,0.000237244,K23508,LIWC
K23526,Acquire,0.001734313,K23526,LIWC
K23529,Acquire,0,K23529,LIWC
K23531,Acquire,0.001224169,K23531,LIWC
K23532,Acquire,0.002097265,K23532,LIWC
K23533,Acquire,0.009532293,K23533,LIWC
K23537,Acquire,0.000376599,K23537,LIWC
K23548,Acquire,0.000139998,K23548,LIWC
K23552,Acquire,0.006876991,K23552,LIWC
K23555,Acquire,6.45E-05,K23555,LIWC
K23556,Acquire,0,K23556,LIWC
K23565,Acquire,0.000957529,K23565,LIWC
KTGF118,Acquire,0.000420438,KTGF118,LIWC
KTGF120,Acquire,0.001361704,KTGF120,LIWC
KTGF122,Acquire,0.000559892,KTGF122,LIWC
KTGF124,Acquire,3.43E-05,KTGF124,LIWC
KTGF129,Acquire,0.001172496,KTGF129,LIWC
KTGF130,Acquire,0.002753189,KTGF130,LIWC
KTGF142,Acquire,0,KTGF142,LIWC
KTGF143,Acquire,3.52E-05,KTGF143,LIWC
KTGF147,Acquire,0.004751572,KTGF147,LIWC
KTGF156,Acquire,0.00021031,KTGF156,LIWC
KTGF158,Acquire,8.48E-05,KTGF158,LIWC
KTGF527,Acquire,0.00110419,KTGF527,LIWC
KTGF528,Acquire,2.20E-05,KTGF528,LIWC
KTGF533,Acquire,5.27E-05,KTGF533,LIWC
KTGF540,Acquire,7.42E-05,KTGF540,LIWC
KTGF544,Acquire,8.87E-05,KTGF544,LIWC
KTGF545,Acquire,0.008284925,KTGF545,LIWC
KTGF549,Acquire,0,KTGF549,LIWC
KTGF550,Acquire,7.54E-05,KTGF550,LIWC
KTGF556,Acquire,1.96E-05,KTGF556,LIWC
KTGF557,Acquire,0.002314327,KTGF557,LIWC
KTGF561,Acquire,0.001127688,KTGF561,LIWC
KTGF562,Acquire,0.001530546,KTGF562,LIWC
KTGF565,Acquire,0,KTGF565,LIWC
KTGF570,Acquire,1.81E-05,KTGF570,LIWC
K23101,Adjectives,0.002475716,K23101,LIWC
K23106,Adjectives,0,K23106,LIWC
K23107,Adjectives,0.003675935,K23107,LIWC
K23109,Adjectives,0.001364272,K23109,LIWC
K23114,Adjectives,0.000947838,K23114,LIWC
K23115,Adjectives,0.008125422,K23115,LIWC
K23117,Adjectives,0.00411432,K23117,LIWC
K23121,Adjectives,0.000437248,K23121,LIWC
K23125,Adjectives,0.000276642,K23125,LIWC
K23126,Adjectives,0.000629378,K23126,LIWC
K23128,Adjectives,0.007558815,K23128,LIWC
K23129,Adjectives,0.003921965,K23129,LIWC
K23131,Adjectives,0.000422303,K23131,LIWC
K23133,Adjectives,0.002349953,K23133,LIWC
K23134,Adjectives,0,K23134,LIWC
K23139,Adjectives,0.000218536,K23139,LIWC
K23144,Adjectives,0.000688948,K23144,LIWC
K23145,Adjectives,0.001139755,K23145,LIWC
K23148,Adjectives,0.00052261,K23148,LIWC
K23150,Adjectives,0.001652197,K23150,LIWC
K23153,Adjectives,0.004475032,K23153,LIWC
K23156,Adjectives,4.70E-05,K23156,LIWC
K23502,Adjectives,0.012885605,K23502,LIWC
K23503,Adjectives,0.000706282,K23503,LIWC
K23507,Adjectives,0.001625584,K23507,LIWC
K23508,Adjectives,0.000826114,K23508,LIWC
K23509,Adjectives,0.008362358,K23509,LIWC
K23510,Adjectives,0.016976486,K23510,LIWC
K23517,Adjectives,0.000308353,K23517,LIWC
K23521,Adjectives,0.001716686,K23521,LIWC
K23526,Adjectives,0.041074414,K23526,LIWC
K23529,Adjectives,0,K23529,LIWC
K23531,Adjectives,5.63E-05,K23531,LIWC
K23532,Adjectives,0,K23532,LIWC
K23533,Adjectives,0.003067119,K23533,LIWC
K23537,Adjectives,0.005052544,K23537,LIWC
K23540,Adjectives,0.000622879,K23540,LIWC
K23541,Adjectives,0.002377917,K23541,LIWC
K23548,Adjectives,0.000317006,K23548,LIWC
K23552,Adjectives,0.000599409,K23552,LIWC
K23555,Adjectives,0.001233417,K23555,LIWC
K23556,Adjectives,0,K23556,LIWC
K23557,Adjectives,3.58E-05,K23557,LIWC
K23559,Adjectives,0.00077341,K23559,LIWC
K23563,Adjectives,6.17E-05,K23563,LIWC
K23565,Adjectives,0.005957174,K23565,LIWC
KTFG534,Adjectives,0.000200597,KTFG534,LIWC
KTGF118,Adjectives,5.80E-06,KTGF118,LIWC
KTGF120,Adjectives,0.000832607,KTGF120,LIWC
KTGF122,Adjectives,0.005264101,KTGF122,LIWC
KTGF124,Adjectives,0.006119597,KTGF124,LIWC
KTGF126,Adjectives,0.00108509,KTGF126,LIWC
KTGF130,Adjectives,0.014961904,KTGF130,LIWC
KTGF138,Adjectives,0,KTGF138,LIWC
KTGF142,Adjectives,0.000532775,KTGF142,LIWC
KTGF143,Adjectives,0.000946997,KTGF143,LIWC
KTGF146,Adjectives,0.001415817,KTGF146,LIWC
KTGF147,Adjectives,0.001565678,KTGF147,LIWC
KTGF154,Adjectives,0.000982534,KTGF154,LIWC
KTGF156,Adjectives,7.32E-05,KTGF156,LIWC
KTGF157,Adjectives,0.000154537,KTGF157,LIWC
KTGF158,Adjectives,8.52E-05,KTGF158,LIWC
KTGF527,Adjectives,0.014014554,KTGF527,LIWC
KTGF528,Adjectives,0.001053896,KTGF528,LIWC
KTGF533,Adjectives,0.004813821,KTGF533,LIWC
KTGF540,Adjectives,0,KTGF540,LIWC
KTGF544,Adjectives,0.000210682,KTGF544,LIWC
KTGF545,Adjectives,0.013882036,KTGF545,LIWC
KTGF549,Adjectives,0.00012327,KTGF549,LIWC
KTGF550,Adjectives,0.002160324,KTGF550,LIWC
KTGF553,Adjectives,0.000169716,KTGF553,LIWC
KTGF556,Adjectives,0.015309619,KTGF556,LIWC
KTGF557,Adjectives,0.004039886,KTGF557,LIWC
KTGF561,Adjectives,0.000583564,KTGF561,LIWC
KTGF562,Adjectives,0.008342385,KTGF562,LIWC
KTGF565,Adjectives,0.006576716,KTGF565,LIWC
KTGF570,Adjectives,0.000597709,KTGF570,LIWC
KTGF572,Adjectives,0.001968731,KTGF572,LIWC
K23101,Adverbs,0.000288279,K23101,LIWC
K23106,Adverbs,0.002160786,K23106,LIWC
K23109,Adverbs,0.00869828,K23109,LIWC
K23115,Adverbs,0.00341449,K23115,LIWC
K23117,Adverbs,0.000377539,K23117,LIWC
K23120,Adverbs,0.000489696,K23120,LIWC
K23121,Adverbs,0.000455797,K23121,LIWC
K23125,Adverbs,0.001906218,K23125,LIWC
K23126,Adverbs,9.15E-05,K23126,LIWC
K23128,Adverbs,0,K23128,LIWC
K23129,Adverbs,0.000435011,K23129,LIWC
K23133,Adverbs,5.96E-05,K23133,LIWC
K23134,Adverbs,2.80E-05,K23134,LIWC
K23144,Adverbs,2.19E-05,K23144,LIWC
K23145,Adverbs,0.000349951,K23145,LIWC
K23148,Adverbs,2.31E-05,K23148,LIWC
K23150,Adverbs,0,K23150,LIWC
K23153,Adverbs,0.00091711,K23153,LIWC
K23503,Adverbs,0.000368604,K23503,LIWC
K23509,Adverbs,0.003093431,K23509,LIWC
K23510,Adverbs,0.007224284,K23510,LIWC
K23517,Adverbs,0.084491001,K23517,LIWC
K23521,Adverbs,0.026820134,K23521,LIWC
K23526,Adverbs,0.009766651,K23526,LIWC
K23529,Adverbs,0.000431507,K23529,LIWC
K23531,Adverbs,0,K23531,LIWC
K23532,Adverbs,0,K23532,LIWC
K23533,Adverbs,0.000164084,K23533,LIWC
K23537,Adverbs,0.003850845,K23537,LIWC
K23540,Adverbs,0,K23540,LIWC
K23541,Adverbs,4.22E-06,K23541,LIWC
K23548,Adverbs,0.00028686,K23548,LIWC
K23551,Adverbs,0.000825699,K23551,LIWC
K23552,Adverbs,0.043425989,K23552,LIWC
K23555,Adverbs,0,K23555,LIWC
K23556,Adverbs,0,K23556,LIWC
K23557,Adverbs,0.000196288,K23557,LIWC
K23559,Adverbs,0.002028702,K23559,LIWC
K23563,Adverbs,0.000388313,K23563,LIWC
K23565,Adverbs,0.001192458,K23565,LIWC
KTFG534,Adverbs,0.004766069,KTFG534,LIWC
KTGF118,Adverbs,1.67E-05,KTGF118,LIWC
KTGF120,Adverbs,0.000464802,KTGF120,LIWC
KTGF122,Adverbs,0.003233995,KTGF122,LIWC
KTGF124,Adverbs,7.76E-05,KTGF124,LIWC
KTGF130,Adverbs,0.002988164,KTGF130,LIWC
KTGF142,Adverbs,0,KTGF142,LIWC
KTGF143,Adverbs,0,KTGF143,LIWC
KTGF146,Adverbs,1.64E-05,KTGF146,LIWC
KTGF147,Adverbs,0.011681827,KTGF147,LIWC
KTGF154,Adverbs,0.000348355,KTGF154,LIWC
KTGF156,Adverbs,0.0001459,KTGF156,LIWC
KTGF157,Adverbs,0.052185369,KTGF157,LIWC
KTGF158,Adverbs,0,KTGF158,LIWC
KTGF527,Adverbs,0.000380083,KTGF527,LIWC
KTGF528,Adverbs,0.001973014,KTGF528,LIWC
KTGF533,Adverbs,0.003137554,KTGF533,LIWC
KTGF540,Adverbs,0,KTGF540,LIWC
KTGF544,Adverbs,0.000745223,KTGF544,LIWC
KTGF545,Adverbs,0.011991748,KTGF545,LIWC
KTGF549,Adverbs,0,KTGF549,LIWC
KTGF550,Adverbs,0.001524525,KTGF550,LIWC
KTGF553,Adverbs,0.00053235,KTGF553,LIWC
KTGF556,Adverbs,0.000250294,KTGF556,LIWC
KTGF557,Adverbs,0.020639528,KTGF557,LIWC
KTGF561,Adverbs,0.001224247,KTGF561,LIWC
KTGF562,Adverbs,0.001532505,KTGF562,LIWC
KTGF565,Adverbs,0.000950899,KTGF565,LIWC
K23101,Affect,0.001705814,K23101,LIWC
K23106,Affect,1.33E-05,K23106,LIWC
K23107,Affect,0,K23107,LIWC
K23109,Affect,0.013064836,K23109,LIWC
K23114,Affect,0,K23114,LIWC
K23115,Affect,0.000138498,K23115,LIWC
K23117,Affect,0.008730807,K23117,LIWC
K23121,Affect,4.52E-05,K23121,LIWC
K23125,Affect,0.000622236,K23125,LIWC
K23126,Affect,0.033915569,K23126,LIWC
K23128,Affect,0,K23128,LIWC
K23129,Affect,0.001018015,K23129,LIWC
K23131,Affect,0.001059783,K23131,LIWC
K23133,Affect,0,K23133,LIWC
K23134,Affect,0,K23134,LIWC
K23144,Affect,0.000989426,K23144,LIWC
K23145,Affect,0.000154563,K23145,LIWC
K23148,Affect,0,K23148,LIWC
K23150,Affect,0,K23150,LIWC
K23153,Affect,0,K23153,LIWC
K23156,Affect,0.001821514,K23156,LIWC
K23502,Affect,0.004273651,K23502,LIWC
K23503,Affect,0,K23503,LIWC
K23507,Affect,0.136138714,K23507,LIWC
K23508,Affect,0.002864924,K23508,LIWC
K23509,Affect,0.010247506,K23509,LIWC
K23510,Affect,0.00631573,K23510,LIWC
K23517,Affect,0.009591844,K23517,LIWC
K23521,Affect,0.0023733,K23521,LIWC
K23526,Affect,9.67E-06,K23526,LIWC
K23529,Affect,0.004030439,K23529,LIWC
K23531,Affect,0,K23531,LIWC
K23532,Affect,0,K23532,LIWC
K23533,Affect,0.000241362,K23533,LIWC
K23537,Affect,0.008822127,K23537,LIWC
K23540,Affect,0.00192861,K23540,LIWC
K23541,Affect,0.000140046,K23541,LIWC
K23548,Affect,0.001043394,K23548,LIWC
K23551,Affect,0.026885299,K23551,LIWC
K23552,Affect,0.012150629,K23552,LIWC
K23555,Affect,2.85E-05,K23555,LIWC
K23556,Affect,0.001256811,K23556,LIWC
K23557,Affect,0,K23557,LIWC
K23559,Affect,0.00013911,K23559,LIWC
K23563,Affect,0,K23563,LIWC
K23565,Affect,0,K23565,LIWC
KTFG534,Affect,0.015299854,KTFG534,LIWC
KTGF118,Affect,2.73E-05,KTGF118,LIWC
KTGF120,Affect,0,KTGF120,LIWC
KTGF122,Affect,0.002778979,KTGF122,LIWC
KTGF124,Affect,0,KTGF124,LIWC
KTGF130,Affect,0.089656582,KTGF130,LIWC
KTGF136,Affect,0.00272174,KTGF136,LIWC
KTGF138,Affect,0,KTGF138,LIWC
KTGF142,Affect,0,KTGF142,LIWC
KTGF143,Affect,0,KTGF143,LIWC
KTGF146,Affect,0.000850346,KTGF146,LIWC
KTGF147,Affect,0.010669594,KTGF147,LIWC
KTGF154,Affect,0.004050394,KTGF154,LIWC
KTGF156,Affect,0.003776829,KTGF156,LIWC
KTGF157,Affect,0.002388268,KTGF157,LIWC
KTGF158,Affect,3.57E-05,KTGF158,LIWC
KTGF527,Affect,0,KTGF527,LIWC
KTGF528,Affect,0,KTGF528,LIWC
KTGF533,Affect,0,KTGF533,LIWC
KTGF540,Affect,0,KTGF540,LIWC
KTGF544,Affect,0.002047235,KTGF544,LIWC
KTGF545,Affect,0.002955312,KTGF545,LIWC
KTGF549,Affect,3.58E-06,KTGF549,LIWC
KTGF550,Affect,0.014947097,KTGF550,LIWC
KTGF553,Affect,0.021100503,KTGF553,LIWC
KTGF556,Affect,0,KTGF556,LIWC
KTGF557,Affect,0.009330615,KTGF557,LIWC
KTGF561,Affect,0.001970019,KTGF561,LIWC
KTGF562,Affect,0.007022747,KTGF562,LIWC
KTGF565,Affect,0,KTGF565,LIWC
KTGF570,Affect,0.000828163,KTGF570,LIWC
KTGF572,Affect,0.003388313,KTGF572,LIWC
K23101,Affiliation,0.056164046,K23101,LIWC
K23106,Affiliation,0.001883009,K23106,LIWC
K23109,Affiliation,0.006495908,K23109,LIWC
K23114,Affiliation,0.00119722,K23114,LIWC
K23115,Affiliation,0.000164015,K23115,LIWC
K23117,Affiliation,0.012782218,K23117,LIWC
K23120,Affiliation,0.001660147,K23120,LIWC
K23121,Affiliation,0,K23121,LIWC
K23125,Affiliation,0,K23125,LIWC
K23126,Affiliation,0.008937169,K23126,LIWC
K23128,Affiliation,0,K23128,LIWC
K23129,Affiliation,0.000423446,K23129,LIWC
K23133,Affiliation,1.51E-05,K23133,LIWC
K23134,Affiliation,0,K23134,LIWC
K23144,Affiliation,0.005724803,K23144,LIWC
K23145,Affiliation,0.00127951,K23145,LIWC
K23148,Affiliation,0.000250882,K23148,LIWC
K23150,Affiliation,0.001162212,K23150,LIWC
K23153,Affiliation,0,K23153,LIWC
K23503,Affiliation,0.003261141,K23503,LIWC
K23508,Affiliation,0.004442971,K23508,LIWC
K23509,Affiliation,0.001247655,K23509,LIWC
K23510,Affiliation,0.000415361,K23510,LIWC
K23517,Affiliation,0.001903018,K23517,LIWC
K23521,Affiliation,0.001855888,K23521,LIWC
K23526,Affiliation,8.09E-05,K23526,LIWC
K23529,Affiliation,0.000514354,K23529,LIWC
K23531,Affiliation,0,K23531,LIWC
K23532,Affiliation,0,K23532,LIWC
K23533,Affiliation,0.000268614,K23533,LIWC
K23537,Affiliation,5.31E-05,K23537,LIWC
K23540,Affiliation,0.003514099,K23540,LIWC
K23541,Affiliation,0,K23541,LIWC
K23548,Affiliation,3.64E-08,K23548,LIWC
K23551,Affiliation,0,K23551,LIWC
K23552,Affiliation,0,K23552,LIWC
K23555,Affiliation,0.004363296,K23555,LIWC
K23556,Affiliation,0,K23556,LIWC
K23557,Affiliation,2.92E-06,K23557,LIWC
K23559,Affiliation,0.005526261,K23559,LIWC
K23563,Affiliation,0.002513707,K23563,LIWC
K23565,Affiliation,0,K23565,LIWC
KTFG534,Affiliation,0.004240089,KTFG534,LIWC
KTGF118,Affiliation,3.44E-05,KTGF118,LIWC
KTGF120,Affiliation,0,KTGF120,LIWC
KTGF122,Affiliation,0.00487532,KTGF122,LIWC
KTGF124,Affiliation,0,KTGF124,LIWC
KTGF136,Affiliation,0,KTGF136,LIWC
KTGF138,Affiliation,0,KTGF138,LIWC
KTGF142,Affiliation,0,KTGF142,LIWC
KTGF143,Affiliation,0.000109643,KTGF143,LIWC
KTGF146,Affiliation,0.001137796,KTGF146,LIWC
KTGF147,Affiliation,0.003100584,KTGF147,LIWC
KTGF154,Affiliation,0.000813091,KTGF154,LIWC
KTGF156,Affiliation,0.000161852,KTGF156,LIWC
KTGF158,Affiliation,2.36E-05,KTGF158,LIWC
KTGF527,Affiliation,0.003178527,KTGF527,LIWC
KTGF528,Affiliation,0.005089896,KTGF528,LIWC
KTGF533,Affiliation,0.002664553,KTGF533,LIWC
KTGF540,Affiliation,0,KTGF540,LIWC
KTGF544,Affiliation,0.002263488,KTGF544,LIWC
KTGF549,Affiliation,0,KTGF549,LIWC
KTGF550,Affiliation,0.00025661,KTGF550,LIWC
KTGF556,Affiliation,0,KTGF556,LIWC
KTGF557,Affiliation,0.041819672,KTGF557,LIWC
KTGF561,Affiliation,0.021053073,KTGF561,LIWC
KTGF562,Affiliation,0.004246308,KTGF562,LIWC
KTGF565,Affiliation,0.000107683,KTGF565,LIWC
KTGF572,Affiliation,0,KTGF572,LIWC
K23106,allnone,0,K23106,LIWC
K23114,allnone,0.002556105,K23114,LIWC
K23125,allnone,0.000191855,K23125,LIWC
K23134,allnone,3.27E-05,K23134,LIWC
K23139,allnone,0.040068999,K23139,LIWC
K23153,allnone,0,K23153,LIWC
K23502,allnone,0.002130434,K23502,LIWC
K23510,allnone,0.000698359,K23510,LIWC
K23517,allnone,0.004064879,K23517,LIWC
K23537,allnone,0.000983653,K23537,LIWC
K23540,allnone,0,K23540,LIWC
K23541,allnone,0.001010464,K23541,LIWC
K23548,allnone,0.000677518,K23548,LIWC
K23551,allnone,0,K23551,LIWC
K23557,allnone,0.001988054,K23557,LIWC
K23563,allnone,0.000422396,K23563,LIWC
KTFG534,allnone,0.01500638,KTFG534,LIWC
KTGF126,allnone,0.042772979,KTGF126,LIWC
KTGF129,allnone,0.021284388,KTGF129,LIWC
KTGF130,allnone,0.001644216,KTGF130,LIWC
KTGF138,allnone,0.003125573,KTGF138,LIWC
KTGF142,allnone,0,KTGF142,LIWC
KTGF146,allnone,0.000285248,KTGF146,LIWC
KTGF527,allnone,0,KTGF527,LIWC
KTGF528,allnone,0,KTGF528,LIWC
K23101,AllPunc,0.000486909,K23101,LIWC
K23115,AllPunc,0.001638413,K23115,LIWC
K23121,AllPunc,4.45E-06,K23121,LIWC
K23125,AllPunc,0,K23125,LIWC
K23126,AllPunc,0.027018352,K23126,LIWC
K23128,AllPunc,0.009248518,K23128,LIWC
K23129,AllPunc,0.001697899,K23129,LIWC
K23133,AllPunc,2.06E-07,K23133,LIWC
K23134,AllPunc,0,K23134,LIWC
K23144,AllPunc,0.002311392,K23144,LIWC
K23145,AllPunc,0,K23145,LIWC
K23148,AllPunc,0.00235473,K23148,LIWC
K23503,AllPunc,8.41E-08,K23503,LIWC
K23509,AllPunc,0.007288624,K23509,LIWC
K23510,AllPunc,0.017767031,K23510,LIWC
K23517,AllPunc,0.010128457,K23517,LIWC
K23521,AllPunc,2.86E-05,K23521,LIWC
K23526,AllPunc,0.002547098,K23526,LIWC
K23529,AllPunc,0,K23529,LIWC
K23532,AllPunc,0,K23532,LIWC
K23537,AllPunc,4.34E-05,K23537,LIWC
K23548,AllPunc,0.001858898,K23548,LIWC
K23551,AllPunc,0.000309165,K23551,LIWC
K23552,AllPunc,0.000249813,K23552,LIWC
K23555,AllPunc,0.000155652,K23555,LIWC
K23556,AllPunc,0.000635532,K23556,LIWC
K23557,AllPunc,0.004436143,K23557,LIWC
K23563,AllPunc,0.001411486,K23563,LIWC
KTFG534,AllPunc,0.012999186,KTFG534,LIWC
KTGF118,AllPunc,4.60E-05,KTGF118,LIWC
KTGF120,AllPunc,0.000258727,KTGF120,LIWC
KTGF122,AllPunc,0.000284512,KTGF122,LIWC
KTGF124,AllPunc,0.000332185,KTGF124,LIWC
KTGF142,AllPunc,0.00031597,KTGF142,LIWC
KTGF143,AllPunc,0.004083141,KTGF143,LIWC
KTGF146,AllPunc,8.13E-06,KTGF146,LIWC
KTGF147,AllPunc,0.008880322,KTGF147,LIWC
KTGF156,AllPunc,0.000435899,KTGF156,LIWC
KTGF157,AllPunc,0.000144535,KTGF157,LIWC
KTGF158,AllPunc,1.06E-05,KTGF158,LIWC
KTGF527,AllPunc,0.000909204,KTGF527,LIWC
KTGF528,AllPunc,0,KTGF528,LIWC
KTGF533,AllPunc,3.28E-06,KTGF533,LIWC
KTGF540,AllPunc,0.003965174,KTGF540,LIWC
KTGF544,AllPunc,3.30E-05,KTGF544,LIWC
KTGF545,AllPunc,0.006234543,KTGF545,LIWC
KTGF549,AllPunc,0,KTGF549,LIWC
KTGF553,AllPunc,0.001414593,KTGF553,LIWC
KTGF556,AllPunc,0.000778639,KTGF556,LIWC
KTGF557,AllPunc,0.000332865,KTGF557,LIWC
KTGF561,AllPunc,0.00235915,KTGF561,LIWC
KTGF565,AllPunc,1.71E-06,KTGF565,LIWC
KTGF572,AllPunc,0,KTGF572,LIWC
K23101,Allure,0.001809219,K23101,LIWC
K23106,Allure,0,K23106,LIWC
K23107,Allure,0.000195184,K23107,LIWC
K23109,Allure,0.003279633,K23109,LIWC
K23115,Allure,0.004469581,K23115,LIWC
K23117,Allure,0.003107946,K23117,LIWC
K23120,Allure,0.000260987,K23120,LIWC
K23121,Allure,0.003902028,K23121,LIWC
K23125,Allure,0.000102634,K23125,LIWC
K23126,Allure,0.001150015,K23126,LIWC
K23128,Allure,0.009880014,K23128,LIWC
K23129,Allure,4.70E-05,K23129,LIWC
K23131,Allure,7.38E-05,K23131,LIWC
K23133,Allure,1.63E-07,K23133,LIWC
K23134,Allure,0.000806153,K23134,LIWC
K23139,Allure,0.000574611,K23139,LIWC
K23144,Allure,4.63E-05,K23144,LIWC
K23145,Allure,0.004381638,K23145,LIWC
K23148,Allure,0.00013768,K23148,LIWC
K23150,Allure,0.000284569,K23150,LIWC
K23153,Allure,0.001058336,K23153,LIWC
K23156,Allure,0.002539219,K23156,LIWC
K23502,Allure,0.007452735,K23502,LIWC
K23503,Allure,0.00221662,K23503,LIWC
K23507,Allure,0.003715557,K23507,LIWC
K23508,Allure,0,K23508,LIWC
K23509,Allure,0.011944424,K23509,LIWC
K23510,Allure,0.010956678,K23510,LIWC
K23517,Allure,0.149725143,K23517,LIWC
K23521,Allure,0,K23521,LIWC
K23526,Allure,0.011268507,K23526,LIWC
K23529,Allure,0,K23529,LIWC
K23531,Allure,0.000746666,K23531,LIWC
K23532,Allure,3.56E-08,K23532,LIWC
K23533,Allure,0.003256445,K23533,LIWC
K23537,Allure,0.000304492,K23537,LIWC
K23540,Allure,0.000588888,K23540,LIWC
K23541,Allure,0.004753381,K23541,LIWC
K23548,Allure,0.000502742,K23548,LIWC
K23551,Allure,0.011818514,K23551,LIWC
K23552,Allure,0.003190874,K23552,LIWC
K23555,Allure,0.000317865,K23555,LIWC
K23556,Allure,0,K23556,LIWC
K23557,Allure,0,K23557,LIWC
K23559,Allure,0.000127924,K23559,LIWC
K23563,Allure,0.007388664,K23563,LIWC
K23565,Allure,6.09E-05,K23565,LIWC
KTFG534,Allure,0.000162716,KTFG534,LIWC
KTGF118,Allure,0.000372556,KTGF118,LIWC
KTGF120,Allure,4.03E-05,KTGF120,LIWC
KTGF122,Allure,0.007867567,KTGF122,LIWC
KTGF124,Allure,0.011139545,KTGF124,LIWC
KTGF126,Allure,0.000254495,KTGF126,LIWC
KTGF130,Allure,0.012909891,KTGF130,LIWC
KTGF136,Allure,0.020288725,KTGF136,LIWC
KTGF138,Allure,0.003083346,KTGF138,LIWC
KTGF142,Allure,0,KTGF142,LIWC
KTGF143,Allure,0,KTGF143,LIWC
KTGF146,Allure,8.88E-05,KTGF146,LIWC
KTGF147,Allure,0.000500029,KTGF147,LIWC
KTGF154,Allure,0.000294166,KTGF154,LIWC
KTGF156,Allure,0.001409328,KTGF156,LIWC
KTGF157,Allure,0.001367332,KTGF157,LIWC
KTGF158,Allure,0.002314274,KTGF158,LIWC
KTGF527,Allure,0.001250743,KTGF527,LIWC
KTGF528,Allure,0.037144823,KTGF528,LIWC
KTGF533,Allure,0.002749199,KTGF533,LIWC
KTGF540,Allure,0,KTGF540,LIWC
KTGF544,Allure,0.013744465,KTGF544,LIWC
KTGF545,Allure,0.018649987,KTGF545,LIWC
KTGF549,Allure,0,KTGF549,LIWC
KTGF550,Allure,0.006491889,KTGF550,LIWC
